,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDen,FairSC_normalized,FairSC
20937,1,55,64,151,0,0,0,0,1
25069,2,34,20,262,0,0,0,0,1
248,1,39,483,282,0,0,0,1,1
33212,1,32,3850,63,0,0,0,0,1
3181,1,54,52,44,0,0,0,0,1
7286,1,38,-762,165,0,0,0,1,0
16056,2,48,204,134,0,0,0,0,1
101,1,53,90,124,0,0,0,0,1
16942,1,29,9,236,0,0,0,1,0
8456,1,37,-399,21,0,0,0,1,0
23112,1,59,-47,84,0,0,0,0,1
29986,0,45,1966,76,0,0,0,0,1
20433,2,30,8138,227,0,0,1,0,1
18197,1,56,846,213,0,0,0,0,1
15384,0,39,241,117,0,0,0,1,1
29924,1,30,357,215,0,0,0,1,0
3648,2,28,643,297,0,0,0,0,1
29455,1,69,2713,32,0,0,1,0,1
24678,0,33,280,155,0,0,0,1,1
1098,2,31,671,193,0,0,0,1,1
12862,2,32,-398,387,0,0,0,0,1
5001,0,30,3100,154,0,0,0,0,1
9161,2,36,1070,346,0,0,0,0,1
37314,1,32,-446,126,0,0,0,1,0
26998,1,57,17118,102,0,0,1,0,1
25919,2,34,9895,356,0,0,1,0,1
19817,1,45,581,156,0,0,0,0,1
9730,1,46,1666,94,0,0,0,0,1
25173,1,44,13853,1329,0,0,1,0,1
9577,1,40,2199,38,0,0,0,1,1
14817,2,36,0,155,0,0,0,0,1
5246,1,30,184,217,0,0,0,1,0
22924,1,55,630,146,0,0,0,0,1
804,1,35,0,292,0,0,0,1,0
11554,0,48,-110,164,0,0,0,0,1
26473,1,42,2906,350,0,0,0,0,1
28437,1,47,613,49,0,0,0,0,1
25204,2,32,6188,147,0,0,1,0,1
12896,1,42,473,216,0,0,0,0,1
5576,1,49,188,181,0,0,0,0,1
9766,1,40,37,356,0,0,0,0,1
21290,1,33,602,87,0,0,0,1,0
21439,2,32,146,162,0,0,0,1,1
15383,0,36,181,354,0,0,0,0,1
36894,1,35,233,66,0,0,0,1,0
719,0,54,83,190,0,0,0,0,1
38562,1,49,490,19,0,0,0,0,1
21813,1,38,79,209,0,0,0,1,0
25021,0,32,453,331,0,0,0,0,1
2059,0,34,-220,115,0,0,0,1,1
22703,2,33,291,72,0,0,0,1,1
12851,0,34,368,2201,0,0,1,0,1
36030,2,24,1,79,0,0,0,1,1
26601,1,47,437,133,0,0,0,0,1
19392,1,50,706,1250,1,0,1,0,1
27010,1,56,2583,70,0,0,0,0,1
1689,2,28,759,710,1,0,0,0,1
42790,2,37,197,531,1,0,0,0,1
12793,1,40,0,161,0,0,0,1,1
6444,2,28,68,8,0,0,0,1,1
36658,1,49,5058,255,0,0,1,0,1
44613,2,20,179,317,0,0,0,1,1
10523,1,44,6553,195,0,0,1,0,1
8952,1,32,944,292,0,0,0,1,0
13377,1,43,0,132,0,0,0,0,1
5176,2,38,-5,30,0,0,0,0,1
28509,2,31,3466,267,0,0,0,0,1
34302,2,35,1,80,0,0,0,1,1
1158,2,29,1117,77,0,0,0,1,1
25599,2,33,8038,60,0,0,1,0,1
19423,1,38,-34,131,0,0,0,1,0
30590,1,55,-157,354,0,0,0,0,1
3111,1,47,3630,133,0,0,0,0,1
38265,1,33,287,199,0,0,0,1,0
34912,0,44,49,155,0,0,0,1,1
26285,2,39,782,162,0,0,0,0,1
26152,1,30,10395,121,0,0,1,0,1
32924,1,32,101,383,0,0,0,1,0
20935,2,33,3623,107,0,0,0,0,1
18582,1,53,-22,20,0,0,0,0,1
31980,1,28,152,412,0,0,0,1,0
25661,1,53,2818,131,0,0,0,0,1
36878,0,39,807,69,0,0,0,1,1
3549,0,31,1125,548,0,0,0,0,1
13842,0,42,367,563,0,0,0,0,1
4504,1,37,2240,214,0,0,0,1,1
25323,1,43,481,164,0,0,0,0,1
4060,1,46,357,221,0,0,0,0,1
4321,1,44,177,197,0,0,0,0,1
41359,1,38,4539,387,1,0,1,0,1
18362,2,41,2171,120,0,0,0,0,1
34449,0,32,-273,64,0,0,0,1,1
213,1,36,301,210,0,0,0,1,0
40141,1,73,448,68,0,0,1,0,1
20883,1,40,163,158,0,0,0,1,1
24962,1,44,3603,198,0,0,0,0,1
31248,1,77,9601,515,1,0,1,0,1
2840,1,53,719,230,0,0,0,0,1
40124,2,23,1021,79,0,0,0,1,1
14603,2,25,-352,246,0,0,0,1,1
11930,1,53,77,13,0,0,0,0,1
24478,1,37,131,48,0,0,0,1,0
15465,1,60,851,112,0,0,0,0,1
17931,1,53,-440,14,0,0,0,0,1
2154,1,48,194,290,0,0,0,0,1
28828,1,37,520,54,0,0,0,1,0
26533,2,32,3829,267,0,0,0,0,1
188,2,34,53,346,0,0,0,0,1
20988,1,36,3579,308,0,0,1,0,1
24247,2,48,8106,125,0,0,1,0,1
34111,1,45,1998,237,1,0,0,0,1
36177,0,47,510,299,0,0,0,0,1
8418,1,39,0,73,0,0,0,1,1
34378,1,28,0,335,0,0,0,1,0
34145,2,28,3817,528,0,0,1,0,1
30173,2,27,2849,335,0,0,1,0,1
19381,1,44,4333,68,0,0,1,0,1
41319,1,46,640,108,1,0,0,0,1
41674,2,28,80,676,1,0,0,0,1
41040,2,18,3,130,1,0,0,1,1
2355,1,45,-3,213,0,0,0,0,1
23940,0,34,36,77,0,0,0,1,1
3699,1,33,273,803,1,0,0,0,1
27973,1,37,4721,46,0,0,1,0,1
37761,1,31,392,465,0,0,0,1,1
40465,1,30,776,72,0,0,0,1,0
37531,2,33,142,123,0,0,0,1,1
33382,1,33,4040,132,0,0,0,0,1
10328,1,49,-470,691,0,0,1,0,1
12595,2,42,1156,62,0,0,0,0,1
9395,1,47,750,188,0,0,0,0,1
31206,2,37,1730,167,1,0,0,0,1
32344,2,28,781,52,0,0,0,1,1
32266,1,33,67,137,0,0,0,1,0
30821,2,28,385,79,0,0,0,1,1
21254,1,48,288,585,0,0,0,0,1
26133,1,31,3640,120,0,0,0,1,1
39343,2,30,938,172,0,0,0,1,1
16782,1,43,34,96,0,0,0,0,1
35347,1,50,1174,128,0,0,0,0,1
36685,1,38,14,317,0,0,0,1,1
12270,1,35,8652,103,0,0,1,0,1
40916,2,34,5,370,1,0,0,0,1
19252,1,34,265,329,0,0,0,1,0
13196,1,33,0,285,0,0,0,1,0
12583,1,48,-19,270,0,0,0,0,1
3396,0,55,2923,104,0,0,0,0,1
33136,2,34,565,20,0,0,0,1,1
41691,1,64,4688,200,1,0,1,0,1
28846,1,44,-1317,371,0,0,1,0,1
40891,1,67,585,109,0,0,1,0,1
33881,0,40,2129,452,1,0,1,0,1
29296,1,46,1232,300,0,0,0,0,1
14743,1,30,0,510,0,0,0,1,1
34010,2,27,1444,130,0,0,0,1,1
20418,2,34,2757,126,0,0,0,0,1
24647,1,44,756,65,0,0,0,0,1
39796,2,22,222,156,0,0,0,1,1
33188,1,39,3870,72,0,0,1,0,1
43439,2,27,168,271,0,0,0,1,1
19167,1,56,0,113,0,0,0,0,1
14125,1,32,413,712,0,0,0,0,1
4583,1,34,0,150,0,0,0,1,0
11098,2,37,2657,295,0,0,0,0,1
1832,1,33,546,253,0,0,0,1,0
10173,1,55,8894,262,0,0,1,0,1
32200,1,50,-197,125,0,0,0,0,1
8719,0,31,10787,135,0,0,1,0,1
41054,2,60,11262,323,1,0,1,0,1
6232,1,32,-383,241,0,0,0,1,0
4387,1,33,730,70,0,0,0,1,0
11717,1,53,1777,253,0,0,0,0,1
33402,2,45,303,110,0,0,0,0,1
16855,1,25,-282,198,0,0,0,1,0
21364,2,30,0,124,0,0,0,1,1
39328,1,44,2365,159,0,0,0,0,1
43051,0,34,12409,189,0,0,1,0,1
12107,1,46,137,252,0,0,0,0,1
18931,1,45,0,368,0,0,0,0,1
34167,2,31,12857,483,1,0,1,0,1
1346,1,34,142,159,0,0,0,1,0
40259,1,34,-74,98,0,0,0,1,0
11490,1,45,9711,416,0,0,1,0,1
4986,0,42,2974,187,0,0,0,0,1
16456,1,25,72,305,0,0,0,1,0
31216,2,37,127,83,0,0,0,0,1
28923,1,60,553,343,0,0,0,0,1
19674,1,38,740,259,0,0,0,1,1
2391,2,28,296,218,0,0,0,1,1
36570,1,44,1380,240,0,0,0,0,1
30552,2,50,86,279,0,0,0,0,1
36781,0,54,185,413,0,0,0,0,1
11149,1,43,3485,113,0,0,0,0,1
33438,2,39,1107,407,0,0,0,0,1
11791,1,57,1466,326,0,0,0,0,1
11751,2,44,2886,31,0,0,1,0,1
18920,1,55,445,99,0,0,0,0,1
21342,1,45,47,128,0,0,0,0,1
39397,1,32,4089,114,0,0,0,0,1
28701,0,54,-191,86,0,0,0,0,1
3868,1,44,73,404,0,0,0,0,1
10033,1,54,1851,296,0,0,0,0,1
18087,2,53,0,595,0,0,1,0,1
30659,2,51,2242,11,0,0,0,0,1
12863,0,41,0,353,0,0,0,0,1
20057,1,56,705,86,0,0,0,0,1
32873,1,41,4004,314,1,0,1,0,1
13004,1,27,52,185,0,0,0,1,0
13380,1,56,278,261,0,0,0,0,1
29459,2,24,172,114,0,0,0,1,1
39628,1,37,0,107,1,0,0,1,0
24000,1,57,7554,141,1,0,1,0,1
5064,2,24,171,151,0,0,0,1,1
24203,1,37,0,77,0,0,0,1,0
25071,2,36,1482,177,0,0,0,0,1
40266,2,28,1942,445,0,0,1,0,1
39142,1,28,1113,135,0,0,0,1,0
43093,2,30,1681,128,1,0,0,0,1
4082,1,44,-848,468,0,0,1,0,1
22466,1,47,443,222,0,0,0,0,1
17166,2,27,72,131,0,0,0,1,1
34438,1,56,170,200,0,0,0,0,1
5586,1,35,317,162,0,0,0,1,0
31164,1,61,1332,156,1,0,0,0,1
9000,1,35,-640,78,0,0,0,1,0
18235,0,59,4399,69,0,0,1,0,1
30282,2,30,728,393,0,0,0,0,1
42877,1,34,31,108,0,0,0,1,0
9299,1,53,0,285,0,0,0,0,1
15865,1,50,421,445,0,0,0,0,1
1839,2,32,708,109,0,0,0,1,1
1998,1,52,226,86,0,0,0,0,1
9533,1,60,10285,174,0,0,1,0,1
22667,1,45,309,72,0,0,0,0,1
25923,0,59,21,121,0,0,0,0,1
43441,1,40,260,306,1,0,0,0,1
21611,2,34,-292,181,0,0,0,1,1
42074,1,56,870,257,1,0,0,0,1
25533,2,52,1810,117,0,0,0,0,1
3276,1,40,2651,94,0,0,0,0,1
13427,1,59,6,275,0,0,0,0,1
25990,2,30,508,70,0,0,0,1,1
32470,1,35,195,203,0,0,0,1,0
13698,0,54,0,88,0,0,0,0,1
33699,1,38,1970,701,1,0,1,0,1
27487,1,37,1322,14,0,0,0,1,0
9452,1,26,1417,60,0,0,0,1,0
41755,1,53,732,759,1,0,1,0,1
31776,1,33,0,244,0,0,0,1,0
3716,2,26,-235,103,0,0,0,1,1
12122,1,42,548,216,0,0,0,0,1
37499,0,46,233,57,0,0,0,1,1
1956,0,32,43,218,0,0,0,1,1
41149,1,63,1849,109,0,0,1,0,1
3462,2,25,1139,22,0,0,0,1,1
14259,2,33,179,244,0,0,0,0,1
39167,2,29,265,491,1,0,0,0,1
306,1,54,313,83,0,0,0,0,1
12291,0,58,314,67,0,0,0,0,1
27275,0,57,0,61,0,0,0,0,1
3195,2,43,56831,243,0,-1,1,0,1
20229,1,43,3723,134,0,0,0,0,1
11873,1,31,1361,176,0,0,0,1,0
41737,1,59,1425,151,0,0,0,0,1
28215,2,36,188,55,0,0,0,1,1
5084,0,31,2294,96,0,0,0,0,1
43633,1,34,158,190,1,0,0,1,0
32345,2,34,0,112,0,0,0,1,1
42008,2,33,280,189,0,0,0,1,1
1656,1,32,344,85,0,0,0,1,0
22546,1,44,41,299,0,0,0,0,1
19822,1,58,-257,163,0,0,0,0,1
8514,0,36,1762,259,0,0,0,0,1
34155,2,32,0,417,0,0,0,0,1
11674,1,56,1860,129,0,0,0,0,1
33205,1,32,2,180,0,0,0,1,0
2404,1,57,1052,227,0,0,0,0,1
29765,1,42,0,358,0,0,0,0,1
1835,1,31,0,133,0,0,0,1,0
31169,2,25,1259,85,0,0,0,1,1
23530,2,31,35,27,0,0,0,1,1
19157,1,61,77,455,1,0,0,0,1
38268,1,47,-290,495,0,0,0,0,1
30250,2,33,406,61,0,0,0,1,1
21315,1,54,2883,1126,0,0,1,0,1
3429,2,28,-457,43,0,0,0,1,1
37833,2,47,355,144,0,0,0,0,1
17557,2,29,7,70,0,0,0,1,1
28860,1,53,1563,124,0,0,0,0,1
22763,1,44,792,630,1,0,1,0,1
44337,2,40,15,4,0,0,0,0,1
18990,1,51,-379,261,0,0,0,0,1
22535,2,31,-466,142,0,0,0,1,1
30985,1,62,2021,361,1,0,1,0,1
29218,1,36,606,102,0,0,0,1,0
42102,2,20,215,325,1,0,1,1,1
36059,1,37,223,552,0,0,0,0,1
11435,1,52,425,122,0,0,0,0,1
1990,0,34,338,162,0,0,0,1,1
21297,1,43,1253,52,0,0,0,0,1
19375,1,32,374,119,0,0,0,1,0
23969,1,35,0,4,0,0,0,1,0
29288,1,48,197,47,0,0,0,0,1
18001,1,38,238,376,0,0,0,1,1
7209,2,42,297,106,0,0,0,0,1
14561,1,40,0,103,0,0,0,1,1
644,1,38,898,132,0,0,0,1,0
26248,1,51,8180,86,0,0,1,0,1
5167,1,46,2173,98,0,0,0,0,1
41212,2,19,527,154,0,0,0,1,1
40571,2,29,2929,91,0,0,0,0,1
30527,2,32,1450,72,0,0,0,1,1
42143,1,33,8023,107,0,0,1,0,1
15184,1,51,2904,410,0,0,1,0,1
38244,2,26,864,659,1,0,1,0,1
24554,0,50,299,666,0,0,0,0,1
7562,0,56,1877,86,0,0,0,0,1
33328,2,39,2357,64,0,0,0,0,1
5098,2,36,20,87,0,0,0,1,1
25547,1,54,11246,122,0,0,1,0,1
25535,1,34,395,202,0,0,0,1,0
1460,1,43,-192,1120,1,0,1,0,1
40853,1,39,942,880,1,0,1,0,1
32262,2,41,431,258,0,0,0,0,1
14755,1,32,67,95,0,0,0,1,0
21781,2,42,164,500,0,0,0,0,1
2424,2,26,92,259,0,0,0,1,1
26978,1,39,694,44,0,0,0,1,1
26837,1,50,85,714,0,0,0,0,1
31008,2,30,5561,195,1,0,1,0,1
2835,2,42,277,121,0,0,0,0,1
36058,2,34,-374,672,1,0,0,0,1
13385,2,28,25,618,0,0,0,0,1
43629,1,34,592,49,0,0,0,1,0
6656,1,26,311,373,0,0,0,1,0
44708,2,36,335,5,0,0,0,1,1
9358,2,36,992,351,0,0,0,0,1
41070,0,57,854,700,1,0,1,0,1
29698,2,39,935,78,0,0,0,0,1
44100,0,83,5944,200,0,0,1,0,1
42583,1,65,23421,432,0,-1,1,0,1
8934,0,52,1049,80,0,0,0,0,1
29348,0,48,1266,45,0,0,0,0,1
22693,1,50,3327,74,0,0,0,0,1
28557,1,49,342,433,0,0,0,0,1
32323,2,33,514,225,0,0,0,0,1
13814,1,41,5517,584,1,0,1,0,1
31580,1,43,1617,239,0,0,0,0,1
10835,1,44,460,491,0,0,0,0,1
27268,2,35,817,12,0,0,0,1,1
24697,1,34,559,47,0,0,0,1,0
2510,1,45,8680,503,0,0,1,0,1
2728,2,44,633,1032,0,0,1,0,1
22337,1,43,328,79,0,0,0,0,1
13280,1,54,758,554,0,0,1,0,1
7223,1,47,351,370,0,0,0,0,1
37257,1,34,3778,259,0,0,1,0,1
32641,1,49,29,79,0,0,0,0,1
620,0,33,7,87,0,0,0,1,1
20457,1,53,-1,150,0,0,0,0,1
26183,1,54,2960,83,0,0,0,0,1
28855,1,49,289,243,0,0,0,0,1
40204,1,33,3000,160,0,0,0,1,1
40276,1,37,3737,224,1,0,0,0,1
33985,2,31,354,502,1,0,0,0,1
17402,2,26,-685,314,0,0,1,1,1
12912,1,50,0,152,0,0,0,0,1
10755,1,44,3091,331,0,0,1,0,1
26812,2,34,4254,714,1,0,1,0,1
37501,2,39,-237,64,0,0,0,0,1
14652,1,44,4389,149,0,0,1,0,1
42837,0,59,7469,287,0,0,1,0,1
44878,1,53,730,18,0,0,0,0,1
6483,2,24,795,209,0,0,0,1,1
9122,1,56,7747,103,0,0,1,0,1
25569,1,53,1778,186,0,0,0,0,1
635,0,52,-183,145,0,0,0,0,1
31387,1,61,0,224,0,0,0,0,1
31341,2,33,3161,313,1,0,0,0,1
20451,1,50,5907,338,0,0,1,0,1
28294,2,26,155,291,0,0,0,1,1
24105,1,42,71,80,0,0,0,1,1
9952,0,38,1805,952,1,0,1,0,1
4539,1,43,-8,473,0,0,0,0,1
12943,1,30,101,187,0,0,0,1,0
41405,2,29,14,87,0,0,0,1,1
7964,2,36,-559,71,0,0,0,1,1
11984,1,57,1592,78,0,0,0,0,1
347,1,39,-100,680,0,0,0,0,1
27546,1,31,1601,521,0,0,0,0,1
18957,1,32,440,377,0,0,0,1,0
35678,0,46,-637,218,0,0,0,1,1
14757,0,52,92,469,0,0,0,0,1
5033,1,32,-325,171,0,0,0,1,0
26980,1,42,3228,133,0,0,0,0,1
41493,1,66,0,189,0,0,1,0,1
9001,1,36,0,131,0,0,0,1,0
22468,1,32,263,175,0,0,0,1,0
16448,2,51,895,638,1,0,1,0,1
8463,1,37,907,23,0,0,0,1,0
24069,0,43,219,138,0,0,0,1,1
24421,1,59,1783,540,1,0,1,0,1
42380,2,25,2007,265,1,0,1,0,1
34171,2,26,237,1091,1,0,1,0,1
2963,0,48,403,364,0,0,0,0,1
11829,2,29,908,1663,1,0,1,0,1
44007,2,34,1313,427,0,0,0,0,1
3294,0,60,80,397,0,0,0,0,1
32990,2,34,556,143,0,0,0,1,1
6488,2,34,0,197,0,0,0,1,1
42060,1,63,3115,432,1,0,1,0,1
15592,1,33,3071,323,0,0,0,1,1
26174,0,57,6519,1040,0,0,1,0,1
3467,1,40,1842,56,0,0,0,1,1
29102,1,43,597,87,0,0,0,0,1
25771,1,34,4958,175,0,0,0,0,1
38873,2,25,1119,1063,1,0,1,0,1
7104,2,36,0,148,0,0,0,0,1
35425,1,26,518,189,0,0,0,1,0
42738,2,27,5291,293,1,0,1,0,1
23395,2,40,872,71,0,0,0,0,1
23006,1,37,725,162,0,0,0,1,0
14243,1,50,3258,56,0,0,0,0,1
26968,1,31,5119,74,0,0,1,0,1
29167,1,47,1167,139,0,0,0,0,1
43961,2,30,1268,73,0,0,0,1,1
44399,1,62,1128,236,1,0,1,0,1
5930,1,40,-626,147,0,0,0,1,1
14752,1,52,-888,135,0,0,0,0,1
31205,1,59,3735,203,1,0,1,0,1
12969,1,38,0,500,0,0,0,0,1
39046,2,25,84,6,0,0,0,1,1
8590,2,39,1078,199,0,0,0,0,1
180,1,31,37,313,0,0,0,1,0
9891,0,57,0,97,0,0,0,0,1
43987,1,41,178,5,0,0,0,1,1
30813,1,54,2895,20,0,0,0,0,1
11862,1,56,954,81,0,0,0,0,1
3426,2,41,1278,344,0,0,0,0,1
25053,1,54,0,283,0,0,0,0,1
24620,1,48,42,92,0,0,0,0,1
22445,1,32,4,195,0,0,0,1,0
16874,2,27,41,803,0,0,1,0,1
33800,2,26,1327,104,0,0,0,1,1
41353,2,29,345,106,0,0,0,1,1
1724,1,29,0,121,0,0,0,1,0
17394,2,43,69,267,0,0,0,0,1
11308,2,51,1994,771,1,0,1,0,1
815,2,31,435,159,0,0,0,1,1
28566,0,34,1301,196,0,0,0,0,1
2994,1,42,3743,136,0,0,0,0,1
18088,1,49,1712,155,0,0,0,0,1
31395,2,34,-60,84,0,0,0,1,1
38105,2,38,1270,164,0,0,0,0,1
30790,2,36,115,71,0,0,0,1,1
44606,2,33,224,409,1,0,0,0,1
15350,1,36,635,359,0,0,0,1,1
30400,1,43,511,191,0,0,0,0,1
16205,1,46,0,122,0,0,0,0,1
6655,1,30,419,390,0,0,0,1,0
3856,1,41,124,393,0,0,0,0,1
23408,2,30,0,262,0,0,0,0,1
15813,1,59,352,132,0,0,0,0,1
29127,1,33,482,249,0,0,0,1,0
42113,1,39,1820,103,0,0,0,1,1
34526,1,42,96,238,0,0,0,0,1
9156,1,26,-293,64,0,0,0,1,0
38738,2,28,-36,379,0,0,0,0,1
44662,1,37,444,143,0,0,0,1,0
17528,1,51,-396,179,0,0,0,0,1
26357,1,47,3844,256,0,0,1,0,1
38132,2,25,171,178,0,0,0,1,1
40241,1,40,35,318,0,0,0,0,1
2661,2,25,800,151,0,0,0,1,1
18862,1,46,809,160,0,0,0,0,1
37808,2,41,3237,240,0,0,0,0,1
26416,2,57,2236,51,0,0,0,0,1
36272,1,31,1331,927,0,0,1,0,1
39671,1,49,523,712,1,0,0,0,1
19483,1,59,1675,113,0,0,0,0,1
99,1,46,229,197,0,0,0,0,1
36711,1,38,1556,191,0,0,0,1,1
7582,0,52,2909,110,0,0,0,0,1
8900,1,33,248,132,0,0,0,1,0
15596,2,31,5691,357,0,0,1,0,1
13370,1,41,112,158,0,0,0,1,1
11249,0,38,446,373,0,0,0,0,1
23378,1,44,-102,65,0,0,0,0,1
27653,1,46,557,148,0,0,0,0,1
39760,2,29,637,340,1,0,0,0,1
25996,2,30,383,145,0,0,0,1,1
25454,0,35,771,110,0,0,0,1,1
33513,2,24,597,943,1,0,1,0,1
33168,1,39,1165,354,0,0,0,0,1
38588,2,23,1128,77,0,0,0,1,1
43087,1,37,1458,344,0,0,0,1,1
31363,0,39,113,1012,0,0,1,0,1
8261,2,33,0,32,0,0,0,1,1
32352,1,34,1134,408,0,0,0,1,1
28005,1,55,955,104,0,0,0,0,1
24099,1,37,421,85,0,0,0,1,0
23997,0,47,12026,251,1,0,1,0,1
38735,2,27,513,351,1,0,0,0,1
17966,1,55,4372,122,0,0,0,0,1
16128,1,32,476,503,0,0,0,1,1
24892,1,46,430,91,0,0,0,0,1
33365,2,39,0,286,0,0,0,0,1
38681,2,29,534,382,0,0,0,0,1
10725,1,51,108,278,0,0,0,0,1
5402,1,45,-319,254,0,0,0,0,1
37207,2,44,33,195,0,0,0,0,1
22567,1,60,0,87,0,0,0,0,1
31714,1,39,958,141,0,0,0,1,1
11669,1,30,34,238,0,0,0,1,0
34658,1,40,311,205,0,0,0,1,1
35871,1,40,1185,94,0,0,0,1,1
18166,1,41,1705,92,0,0,0,0,1
24194,1,58,318,430,0,0,0,0,1
11968,1,40,-283,253,0,0,0,1,1
39304,2,27,253,242,1,0,0,1,1
28711,1,39,1585,82,0,0,0,1,1
35797,1,36,771,152,0,0,0,1,0
28936,1,46,1941,90,0,0,0,0,1
10614,2,36,317,348,0,0,0,0,1
9321,1,39,599,53,0,0,0,1,1
36904,1,39,157,290,0,0,0,1,1
19755,2,34,370,155,0,0,0,1,1
6746,1,29,36,126,0,0,0,1,0
38019,2,22,-51,859,1,0,1,0,1
40983,1,47,0,374,1,0,0,0,1
31645,2,50,-97,425,0,0,0,0,1
43416,1,42,27696,176,1,1,1,0,1
32027,1,52,281,55,0,0,0,0,1
25154,1,33,703,160,0,0,0,1,0
1457,2,49,1164,72,0,0,0,0,1
2158,1,46,-29,322,0,0,0,0,1
18241,1,37,417,1212,0,0,1,0,1
18839,1,55,236,200,0,0,0,0,1
22305,2,30,1109,215,0,0,0,0,1
18455,0,42,1689,50,0,0,0,1,1
4854,1,36,873,210,0,0,0,1,0
37523,1,30,15,524,0,0,0,1,1
27343,0,58,50,675,0,0,1,0,1
23474,1,50,-997,70,0,0,1,0,1
41809,1,39,53,679,0,0,0,0,1
22663,1,33,74,116,0,0,0,1,0
5978,1,58,343,265,0,0,0,0,1
41433,1,61,1224,99,0,0,0,0,1
8266,2,39,2617,164,0,0,0,0,1
29482,1,62,3685,181,0,0,1,0,1
31512,2,33,561,104,0,0,0,1,1
32790,1,35,443,185,0,0,0,1,0
22378,1,36,473,72,0,0,0,1,0
5608,1,31,-357,245,0,0,0,1,0
13719,2,33,-56,119,0,0,0,1,1
36530,1,37,3420,77,0,0,0,0,1
8713,0,45,644,633,1,0,1,0,1
28356,1,32,2213,125,0,0,0,1,0
22201,1,53,70,77,0,0,0,0,1
26864,2,35,3552,267,0,0,0,0,1
9382,0,48,0,248,0,0,0,0,1
22784,1,55,2275,139,0,0,0,0,1
39873,1,58,7369,247,0,0,1,0,1
44731,0,59,606,54,0,0,0,0,1
13637,0,35,153,593,0,0,0,0,1
8723,2,42,336,46,0,0,0,0,1
40892,2,36,609,33,0,0,0,1,1
41072,2,29,382,64,0,0,0,1,1
37280,2,49,655,32,0,0,0,0,1
38022,1,28,-42,192,0,0,0,1,0
13426,1,45,0,113,0,0,0,0,1
8615,1,43,3131,441,0,0,1,0,1
40577,0,70,1311,651,1,0,1,0,1
18612,2,36,2921,55,0,0,0,0,1
22863,1,53,18,55,0,0,0,0,1
33786,1,59,493,237,1,0,0,0,1
1696,1,38,32,705,0,0,0,0,1
27165,2,35,175,53,0,0,0,1,1
44163,1,32,1812,296,1,0,0,1,0
5413,1,45,0,268,0,0,0,0,1
14967,1,42,127,199,0,0,0,0,1
34690,1,28,60,161,0,0,0,1,0
38378,2,28,3412,22,0,0,1,0,1
17690,1,43,3664,274,0,0,1,0,1
42348,0,40,212,176,0,0,0,1,1
7000,2,31,1531,48,0,0,0,1,1
6320,0,48,108,89,0,0,0,1,1
28666,2,36,317,198,0,0,0,0,1
37072,1,29,1052,147,0,0,0,1,0
27880,0,42,466,48,0,0,0,1,1
3330,1,42,597,124,0,0,0,1,1
6872,2,29,22008,139,0,0,1,0,1
32092,0,37,1762,309,0,0,0,0,1
32399,1,31,-163,135,0,0,0,1,0
13324,1,41,97,212,0,0,0,1,1
36708,1,52,411,210,0,0,0,0,1
2856,1,48,584,51,0,0,0,0,1
26956,1,31,8629,957,1,0,1,0,1
28621,1,55,905,861,0,0,1,0,1
7335,1,36,4585,311,0,0,1,0,1
39024,1,38,5643,106,0,0,0,0,1
12666,2,28,-116,276,0,0,0,1,1
5513,1,54,-239,29,0,0,0,0,1
16952,1,40,0,96,0,0,0,1,1
8877,0,29,201,121,0,0,0,1,1
43220,1,70,1310,318,0,0,1,0,1
43328,1,63,12067,660,1,0,1,0,1
30710,1,52,-462,172,0,0,0,0,1
8829,1,36,403,920,1,0,1,0,1
10024,0,38,157,299,0,0,0,0,1
38384,0,43,7816,16,0,0,1,0,1
20938,1,31,414,169,0,0,0,1,0
38824,2,31,1129,145,0,0,0,1,1
35518,2,36,506,208,0,0,0,0,1
3689,2,53,5558,286,0,0,1,0,1
12911,2,34,-72,273,0,0,0,0,1
25013,1,55,3546,588,0,0,1,0,1
23896,1,56,4577,133,0,0,1,0,1
14096,1,42,645,42,0,0,0,0,1
2708,0,57,515,288,0,0,0,0,1
12764,2,27,77,497,0,0,0,0,1
36770,1,28,-302,152,0,0,0,1,0
4906,2,34,0,311,0,0,0,0,1
40468,2,32,6983,255,1,0,1,0,1
25414,1,43,186,137,0,0,0,0,1
43239,1,34,589,125,1,0,0,1,0
44193,0,67,1746,134,0,0,1,0,1
11107,1,51,67,835,1,0,1,0,1
12258,1,55,5804,56,0,0,1,0,1
21762,1,53,404,329,0,0,0,0,1
32301,0,40,471,1156,1,0,1,0,1
37830,1,33,207,629,1,0,0,0,1
31349,1,36,0,748,0,0,0,0,1
15210,1,40,-117,770,0,0,0,0,1
35242,0,43,-91,92,0,0,0,1,1
10833,2,49,25824,94,0,1,1,0,1
28718,0,47,1194,113,0,0,0,0,1
3794,2,32,8,265,0,0,0,0,1
17185,1,42,345,307,0,0,0,0,1
43382,1,54,1182,118,0,0,0,0,1
10799,1,35,402,123,0,0,0,1,0
24619,2,49,-188,454,1,0,0,0,1
2919,1,40,782,224,0,0,0,1,1
11322,1,37,1104,15,0,0,0,1,0
18126,0,57,39,354,0,0,0,0,1
42587,2,33,685,105,0,0,0,1,1
17089,2,34,-200,248,0,0,0,0,1
33865,2,38,0,102,0,0,0,0,1
44471,1,31,1570,213,0,0,0,1,0
8851,1,50,1616,142,0,0,0,0,1
