,Unnamed: 0,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC,FairDen,Fairlet_MCF Fairlet2
1055,1055,1,0.16,0.5,0.37,0.53,0.34,0.4,0.17,1.0,0.35,0.52,0.38,0.46,0.5,0.35,0.33,0.34,0.37,0.28,0.38,0.55,0.34,0.27,0.36,0.37,0.54,0.41,0.66,0.63,0.54,0.6,0.59,0.65,0.56,0.5,0.49,0.49,0.43,0.53,0.47,0.61,0.36,0.47,0.66,0.0,0.15,0.74,0.41,0.07,0.21,0.79,0.16,0.32,0.44,0.43,0.45,0.58,0.54,0.59,0.53,0.74,0.83,0.21,0.08,0.1,0.25,0.11,0.0,0,-1,0,0,0,0,0,0
1056,1056,0,0.1,0.43,0.4,0.66,0.42,0.21,0.11,1.0,0.32,0.72,0.12,0.2,0.23,0.32,0.3,0.37,0.45,0.24,0.43,0.63,0.62,0.22,0.43,0.32,0.72,0.67,0.76,0.77,0.59,0.34,0.38,0.37,0.35,0.48,0.48,0.55,0.43,0.46,0.62,0.46,0.05,0.88,0.89,0.0,0.11,0.72,0.05,0.1,0.16,0.6,0.24,0.25,0.57,0.6,0.59,0.63,0.57,0.63,0.54,0.6,0.68,0.1,0.0,0.01,1.0,0.29,0.47,1,-1,1,1,0,0,1,0
1057,1057,0,0.01,0.42,0.35,0.4,0.25,0.44,0.03,1.0,0.44,0.68,0.4,0.45,0.56,0.47,0.42,0.22,0.31,0.37,0.13,0.63,0.5,0.31,0.29,0.5,0.45,0.34,0.48,0.49,0.4,0.71,0.74,0.82,0.62,0.72,0.68,0.16,0.16,0.42,0.47,0.29,0.72,0.05,0.38,0.5,0.02,0.83,0.68,0.05,0.23,0.56,0.03,0.06,0.21,0.19,0.18,0.41,0.36,0.36,0.38,0.09,0.11,0.17,0.0,0.04,0.1,0.03,0.0,0,-1,0,0,0,0,0,0
1058,1058,0,0.2,0.53,0.42,0.54,0.36,0.37,0.21,1.0,0.34,0.57,0.1,0.42,0.68,0.34,0.31,0.33,0.41,0.27,0.37,0.5,0.32,0.35,0.31,0.42,0.54,0.41,0.63,0.61,0.58,0.6,0.57,0.67,0.58,0.38,0.37,0.44,0.41,0.56,0.6,0.54,0.43,0.5,0.63,0.0,0.11,0.86,0.42,0.08,0.1,0.65,0.12,0.2,0.41,0.41,0.42,0.53,0.51,0.57,0.49,0.67,0.67,0.17,0.0,0.08,0.39,0.25,0.0,0,-1,0,0,0,0,0,0
1059,1059,1,0.02,0.2,0.24,0.31,0.2,0.82,0.04,1.0,0.42,0.32,0.13,0.71,0.6,0.47,0.72,0.13,0.22,0.37,0.22,0.44,0.06,0.3,0.12,0.47,0.59,0.37,0.69,0.67,0.2,0.6,0.62,0.78,0.5,0.53,0.64,0.19,0.15,0.22,0.19,0.31,0.54,0.2,0.64,0.0,0.41,0.0,0.57,0.07,0.11,0.85,0.04,0.03,0.38,0.44,0.55,0.63,0.6,0.67,0.62,0.87,0.8,0.46,0.0,0.05,0.1,0.04,0.0,0,-1,1,0,0,0,1,0
1060,1060,0,1.0,0.69,0.43,0.57,0.36,0.2,1.0,1.0,0.57,0.77,0.2,0.24,0.32,0.54,0.4,0.37,0.39,0.4,0.33,0.65,0.74,0.26,0.36,0.45,0.49,0.59,0.56,0.54,0.75,0.63,0.58,0.7,0.62,0.48,0.48,0.71,0.66,0.73,0.69,0.76,0.5,0.68,0.51,0.5,0.49,0.88,0.53,0.16,0.21,0.65,0.09,0.28,0.68,0.7,0.7,0.69,0.69,0.86,0.7,0.64,0.73,0.25,0.54,0.5,0.38,0.2,0.16,0,-1,1,0,0,0,1,1
1061,1061,1,0.12,0.52,0.43,0.52,0.42,0.47,0.13,1.0,0.79,0.63,0.33,0.45,0.42,0.83,0.82,0.12,0.12,0.94,0.2,0.62,0.22,0.95,0.08,0.93,0.18,0.62,0.23,0.22,0.44,0.83,0.86,0.89,0.75,0.63,0.68,0.19,0.18,0.46,0.53,0.31,0.68,0.04,0.35,0.5,0.05,0.89,0.63,0.02,0.48,0.0,0.02,0.16,0.75,0.8,0.86,0.73,0.83,1.0,0.86,0.42,0.43,0.42,0.11,0.05,0.38,0.69,0.0,0,-1,1,0,0,0,1,0
1062,1062,1,0.01,0.18,0.23,0.39,0.2,0.55,0.02,1.0,0.38,0.53,0.31,0.51,0.37,0.52,0.6,0.11,0.11,0.89,0.11,0.6,0.23,0.97,0.08,0.96,0.37,0.48,0.49,0.47,0.35,0.71,0.81,0.88,0.66,0.55,0.62,0.12,0.08,0.19,0.43,0.06,0.46,0.02,0.63,0.0,0.01,0.94,0.34,0.0,0.34,0.0,0.01,0.12,0.26,0.26,0.28,0.43,0.4,0.5,0.37,0.42,0.41,0.43,0.0,0.0,0.74,0.34,0.0,0,-1,1,0,0,0,1,0
1063,1063,1,0.01,0.4,0.41,0.46,0.29,0.49,0.0,0.0,0.2,0.46,0.4,0.49,0.37,0.23,0.22,0.32,0.43,0.23,0.31,0.43,0.45,0.43,0.44,0.34,0.64,0.23,0.69,0.7,0.43,0.58,0.61,0.7,0.43,0.4,0.38,0.16,0.16,0.4,0.4,0.41,0.55,0.12,0.53,0.5,0.02,0.7,0.56,0.16,0.68,0.69,0.48,0.57,0.09,0.08,0.08,0.16,0.2,0.22,0.2,0.5,0.41,0.35,0.0,0.02,0.13,0.0,0.0,0,-1,0,1,0,0,0,0
1064,1064,1,0.01,0.46,0.33,0.4,0.24,0.75,0.03,1.0,0.15,0.11,0.08,0.86,0.7,0.14,0.14,0.57,0.69,0.1,0.54,0.14,0.27,0.36,0.47,0.24,0.51,0.3,0.63,0.6,0.54,0.5,0.5,0.58,0.66,0.18,0.07,0.57,0.5,0.49,0.34,0.76,0.51,0.5,0.79,0.0,0.04,0.49,0.61,0.06,0.48,0.79,0.28,0.32,0.2,0.19,0.19,0.27,0.32,0.37,0.33,0.69,0.66,0.35,0.0,0.03,0.13,0.03,0.0,0,-1,1,1,0,0,1,0
1065,1065,1,0.0,0.93,0.62,0.57,0.38,0.36,0.0,0.0,0.08,0.35,0.53,0.59,0.22,0.07,0.02,1.0,1.0,0.08,0.85,0.12,0.37,0.35,0.66,0.16,0.42,0.43,0.49,0.48,1.0,0.58,0.45,0.56,0.53,0.06,0.0,1.0,1.0,1.0,0.93,1.0,0.6,0.93,0.55,0.0,0.03,0.43,0.63,1.0,0.98,0.44,1.0,1.0,0.01,0.01,0.02,0.01,0.07,0.07,0.09,0.63,0.46,0.54,0.0,0.02,0.12,0.07,0.0,0,-1,1,1,1,1,1,0
1066,1066,0,0.05,0.41,0.32,0.52,0.26,0.1,0.07,1.0,0.57,0.92,0.36,0.11,0.23,0.58,0.53,0.04,0.06,0.8,0.08,0.89,0.36,0.43,0.1,0.73,0.3,0.33,0.38,0.35,0.44,0.86,0.89,0.92,0.85,0.64,0.65,0.08,0.09,0.45,0.52,0.31,0.66,0.05,0.37,0.5,0.06,0.77,0.61,0.01,0.18,0.9,0.05,0.04,0.25,0.25,0.26,0.45,0.4,0.43,0.43,0.22,0.49,0.31,0.0,0.09,0.12,0.01,0.0,0,-1,0,0,0,0,0,0
1067,1067,1,0.0,0.54,0.3,0.43,0.21,0.31,0.02,0.93,0.46,0.56,0.38,0.34,0.37,0.44,0.5,0.23,0.31,0.33,0.37,0.58,0.14,0.33,0.21,0.44,0.55,0.3,0.63,0.61,0.55,0.65,0.64,0.77,0.75,0.26,0.41,0.46,0.45,0.6,0.45,0.91,0.58,0.37,0.32,0.5,0.13,0.0,0.67,0.02,0.28,0.96,0.08,0.18,0.26,0.27,0.38,0.66,0.63,0.66,0.73,0.74,0.72,0.43,0.0,0.07,0.04,0.05,0.0,0,-1,1,0,0,0,1,0
1068,1068,1,0.0,0.3,0.3,0.47,0.28,0.37,0.02,1.0,0.41,0.64,0.21,0.39,0.51,0.42,0.41,0.23,0.33,0.34,0.07,0.64,0.65,0.29,0.34,0.52,0.57,0.39,0.52,0.56,0.37,0.73,0.76,0.87,0.62,0.54,0.71,0.13,0.12,0.32,0.44,0.16,0.61,0.03,0.51,0.5,0.02,0.74,0.54,0.05,0.19,0.58,0.07,0.05,0.18,0.17,0.17,0.41,0.38,0.38,0.35,0.23,0.25,0.24,0.0,0.02,0.1,0.04,0.0,0,-1,0,1,0,0,0,0
1069,1069,1,0.24,0.31,0.4,0.56,0.38,0.46,0.25,1.0,0.18,0.5,0.26,0.49,0.44,0.23,0.29,0.16,0.28,0.49,0.33,0.5,0.25,0.63,0.35,0.53,0.71,0.54,0.61,0.68,0.49,0.54,0.6,0.59,0.59,0.44,0.45,0.45,0.31,0.31,0.42,0.25,0.42,0.2,0.7,0.0,0.38,0.6,0.37,0.52,0.41,0.25,0.37,0.22,0.12,0.12,0.14,0.19,0.2,0.21,0.17,0.41,0.44,0.36,0.32,0.32,0.12,0.32,0.7,0,-1,1,1,0,0,1,0
1070,1070,1,0.01,0.03,0.0,0.0,0.0,1.0,0.03,1.0,0.27,0.0,0.31,1.0,1.0,0.28,0.51,0.21,0.32,0.37,0.21,0.0,0.16,0.52,0.22,0.4,0.37,0.02,0.34,0.37,0.0,0.4,0.44,0.71,0.5,0.43,0.61,0.01,0.01,0.01,0.0,0.09,0.7,0.04,0.94,0.0,0.18,0.0,0.71,0.0,0.4,0.73,0.18,0.0,0.19,0.19,0.23,0.41,0.42,0.52,0.42,0.67,0.54,0.15,0.0,0.02,0.19,0.01,0.0,0,-1,1,1,0,0,1,0
1071,1071,1,0.06,0.39,0.42,0.55,0.36,0.34,0.07,1.0,0.17,0.59,0.16,0.4,0.38,0.17,0.17,0.24,0.38,0.16,0.52,0.48,0.44,0.32,0.66,0.18,0.77,0.39,0.83,0.84,0.43,0.46,0.5,0.58,0.5,0.38,0.44,0.22,0.2,0.42,0.43,0.45,0.35,0.23,0.65,0.0,0.03,0.88,0.37,0.17,0.19,0.63,0.31,0.17,0.09,0.07,0.07,0.29,0.29,0.3,0.29,0.6,0.39,0.46,0.03,0.04,0.28,0.23,0.0,0,-1,0,1,0,0,0,0
1072,1072,1,0.14,0.69,0.47,0.53,0.34,0.13,0.16,1.0,0.7,0.87,0.29,0.18,0.27,0.63,0.46,0.11,0.21,0.33,0.22,0.79,0.51,0.24,0.26,0.48,0.45,0.43,0.51,0.5,0.67,0.77,0.74,0.81,0.75,0.5,0.58,0.42,0.44,0.75,0.74,0.71,0.73,0.25,0.27,0.5,0.06,0.89,0.73,0.0,0.31,0.71,0.03,0.11,0.64,0.62,0.61,0.93,0.88,0.97,0.87,0.74,0.77,0.15,0.01,0.09,0.25,0.03,0.0,0,-1,0,0,0,0,0,0
1073,1073,0,0.03,0.72,0.54,0.56,0.37,0.35,0.0,0.0,0.16,0.4,0.56,0.48,0.43,0.14,0.13,0.98,0.85,0.12,1.0,0.24,0.36,0.33,0.57,0.17,0.48,0.47,0.64,0.6,0.81,0.41,0.4,0.41,0.41,0.32,0.27,0.86,0.82,0.77,0.63,0.89,0.31,0.87,0.62,0.0,0.02,0.87,0.39,0.56,0.3,0.65,0.38,0.73,0.13,0.13,0.14,0.24,0.25,0.26,0.27,0.66,0.42,0.31,0.02,0.03,0.24,0.0,0.0,0,-1,1,1,1,1,1,0
1074,1074,0,0.01,0.39,0.32,0.32,0.18,0.53,0.02,1.0,0.42,0.55,0.15,0.53,0.66,0.43,0.43,0.15,0.19,0.45,0.25,0.55,0.27,0.44,0.19,0.58,0.47,0.23,0.47,0.49,0.35,0.78,0.76,0.83,0.65,0.54,0.61,0.1,0.11,0.41,0.4,0.38,0.81,0.06,0.5,0.5,0.02,0.7,0.81,0.03,0.48,0.88,0.13,0.0,0.2,0.22,0.26,0.4,0.38,0.44,0.41,0.53,0.58,0.32,0.0,0.01,0.28,0.03,0.0,0,-1,0,0,0,0,0,0
1075,1075,1,0.0,0.44,0.46,0.51,0.33,0.48,0.0,0.0,0.22,0.51,0.21,0.59,0.44,0.24,0.21,0.32,0.53,0.13,0.36,0.46,0.65,0.35,0.67,0.2,0.61,0.26,0.61,0.64,0.45,0.61,0.62,0.58,0.64,0.5,0.63,0.16,0.16,0.44,0.47,0.4,0.55,0.14,0.59,0.0,0.01,0.85,0.53,0.12,0.61,0.44,0.54,0.56,0.08,0.06,0.07,0.17,0.2,0.19,0.22,0.32,0.09,0.25,0.01,0.01,0.24,0.01,0.0,0,-1,0,1,0,0,0,0
1076,1076,1,0.02,0.36,0.21,0.32,0.17,0.47,0.02,0.76,0.68,0.63,0.14,0.49,0.55,0.7,0.8,0.15,0.17,0.71,0.17,0.62,0.3,0.63,0.12,0.78,0.3,0.35,0.36,0.35,0.4,0.85,0.9,0.9,0.84,0.43,0.56,0.1,0.1,0.38,0.45,0.2,0.75,0.02,0.44,0.5,0.02,0.81,0.69,0.09,0.44,0.67,0.03,0.0,0.53,0.56,0.61,0.76,0.75,0.96,0.79,0.41,0.51,0.26,0.0,0.08,0.06,0.1,0.0,0,-1,0,0,0,0,0,0
1077,1077,0,0.01,0.37,0.43,0.43,0.28,0.46,0.0,0.0,0.22,0.43,0.24,0.53,0.45,0.24,0.24,0.54,0.57,0.23,0.26,0.45,0.72,0.32,0.73,0.36,0.49,0.22,0.51,0.53,0.37,0.66,0.64,0.83,0.51,0.56,0.51,0.09,0.1,0.39,0.4,0.39,0.59,0.09,0.44,0.5,0.02,0.71,0.59,0.09,0.48,0.65,0.53,0.52,0.08,0.08,0.09,0.02,0.08,0.08,0.15,0.28,0.21,0.39,0.0,0.13,0.02,0.0,0.0,0,-1,0,1,0,0,0,0
1078,1078,0,0.03,0.33,0.33,0.33,0.19,0.47,0.05,1.0,0.65,0.62,0.12,0.45,0.46,0.76,0.95,0.05,0.1,1.0,0.2,0.57,0.23,1.0,0.08,1.0,0.29,0.36,0.54,0.46,0.4,0.67,0.72,0.91,0.71,0.51,0.56,0.13,0.12,0.36,0.51,0.14,0.67,0.02,0.41,0.5,0.04,0.8,0.58,0.01,0.38,0.13,0.03,0.09,0.28,0.34,0.45,0.49,0.46,0.53,0.49,0.34,0.27,0.36,0.0,0.02,0.41,0.52,0.0,0,-1,0,0,0,0,0,0
1079,1079,1,0.01,0.35,0.32,0.45,0.29,0.62,0.02,0.94,0.3,0.45,0.1,0.62,0.38,0.34,0.32,0.44,0.58,0.2,0.41,0.48,0.58,0.32,0.56,0.28,0.45,0.4,0.45,0.47,0.39,0.53,0.58,0.61,0.59,0.64,0.63,0.14,0.13,0.36,0.42,0.34,0.43,0.07,0.56,0.0,0.04,0.53,0.42,0.13,0.7,0.25,0.18,0.41,0.31,0.3,0.29,0.23,0.32,0.35,0.31,0.34,0.46,0.58,0.0,0.03,0.11,0.01,0.0,0,-1,0,1,0,0,0,0
1080,1080,1,0.0,0.32,0.33,0.4,0.25,0.64,0.02,1.0,0.2,0.27,0.02,0.75,0.83,0.23,0.22,0.33,0.5,0.19,0.51,0.3,0.52,0.47,0.48,0.29,0.42,0.35,0.48,0.48,0.41,0.66,0.67,0.84,0.56,0.36,0.3,0.16,0.15,0.36,0.42,0.27,0.65,0.06,0.46,0.5,0.01,0.86,0.61,0.12,0.43,0.29,0.24,0.45,0.06,0.05,0.05,0.17,0.19,0.18,0.19,0.28,0.12,0.56,0.0,0.01,0.2,0.02,0.0,0,-1,0,1,0,0,0,0
1081,1081,0,0.08,0.56,1.0,1.0,1.0,0.19,0.1,1.0,0.11,0.71,0.22,0.24,0.26,0.24,0.19,0.16,0.21,0.79,0.43,0.26,0.16,1.0,0.21,0.65,0.23,1.0,0.3,0.28,0.27,0.48,0.52,0.51,0.37,0.49,0.48,0.08,0.08,0.23,0.31,0.26,0.17,0.13,0.74,0.0,0.05,0.83,0.17,0.09,0.26,0.58,0.22,0.14,0.13,0.15,0.17,0.26,0.28,0.31,0.26,0.99,0.25,0.22,0.04,0.04,0.34,0.19,0.0,0,-1,1,1,0,0,1,0
1082,1082,1,0.0,1.0,0.69,0.52,0.28,0.12,0.02,1.0,0.5,0.79,0.6,0.21,0.41,0.47,0.24,0.0,0.07,0.52,0.31,0.69,0.27,0.48,0.24,0.59,0.12,0.31,0.25,0.2,1.0,0.91,0.96,0.88,0.86,0.35,0.4,1.0,1.0,1.0,1.0,0.8,0.87,0.17,0.18,0.5,0.0,0.94,0.84,0.0,0.32,0.77,0.03,0.21,0.21,0.19,0.19,0.27,0.29,0.32,0.3,0.32,0.41,0.17,0.0,0.02,0.16,0.19,0.0,0,-1,1,0,0,0,1,0
1083,1083,1,0.01,0.38,0.61,0.62,0.55,0.55,0.0,0.0,0.17,0.35,0.32,0.69,0.65,0.25,0.2,0.59,0.55,0.18,0.66,0.34,0.52,0.58,0.46,0.3,0.44,0.64,0.5,0.5,0.38,0.43,0.48,0.45,0.29,0.61,0.67,0.16,0.14,0.33,0.41,0.29,0.41,0.04,0.57,0.0,0.03,0.66,0.39,0.18,0.59,0.0,0.3,0.72,0.19,0.19,0.19,0.15,0.21,0.24,0.21,0.55,0.32,0.49,0.0,0.06,0.07,0.1,0.0,0,-1,0,1,0,0,0,0
1084,1084,0,0.0,0.65,0.36,0.47,0.19,0.03,0.02,1.0,0.51,0.98,0.23,0.06,0.15,0.45,0.33,0.02,0.06,0.58,0.13,0.95,0.21,0.49,0.17,0.62,0.23,0.16,0.33,0.3,0.6,0.87,0.91,0.91,0.63,0.94,0.89,0.12,0.16,0.71,0.68,0.72,0.84,0.08,0.04,0.5,0.0,0.9,0.85,0.06,0.51,0.88,0.06,0.33,0.18,0.14,0.13,0.5,0.46,0.47,0.55,0.21,0.47,0.26,0.0,0.01,0.24,0.01,0.0,0,-1,0,0,0,0,1,0
1085,1085,0,0.05,0.38,0.74,0.75,0.72,0.41,0.0,0.0,0.14,0.49,0.41,0.48,0.4,0.2,0.23,0.53,0.49,0.37,0.44,0.43,0.35,0.57,0.44,0.43,0.53,0.64,0.54,0.56,0.35,0.43,0.44,0.47,0.44,0.46,0.52,0.12,0.11,0.28,0.31,0.3,0.39,0.11,0.59,0.0,0.08,0.65,0.39,0.12,0.35,0.56,0.64,0.13,0.09,0.1,0.12,0.14,0.18,0.18,0.17,0.58,0.37,0.31,0.02,0.08,0.12,0.02,0.0,0,-1,0,1,0,0,0,0
1086,1086,1,0.12,0.31,0.76,0.88,0.86,0.21,0.13,1.0,0.29,0.72,0.32,0.21,0.25,0.48,0.42,0.07,0.06,0.97,0.29,0.6,0.23,0.86,0.12,0.76,0.42,1.0,0.52,0.49,0.26,0.56,0.63,0.71,0.42,0.58,0.61,0.08,0.06,0.22,0.3,0.22,0.35,0.1,0.61,0.0,0.08,0.84,0.33,0.05,0.21,0.63,0.1,0.17,0.28,0.29,0.31,0.42,0.44,0.54,0.41,0.81,0.44,0.21,0.12,0.06,0.31,0.31,0.77,0,-1,1,0,0,0,1,0
1087,1087,0,0.03,0.53,0.56,0.58,0.53,0.41,0.04,0.94,0.65,0.71,0.33,0.4,0.5,0.68,0.64,0.17,0.19,0.73,0.13,0.61,0.25,0.72,0.13,0.8,0.22,0.59,0.31,0.29,0.42,0.78,0.78,0.9,0.76,0.52,0.55,0.16,0.16,0.44,0.47,0.32,0.71,0.05,0.37,0.5,0.03,0.79,0.68,0.1,0.52,0.65,0.01,0.05,0.41,0.45,0.5,0.66,0.64,0.83,0.67,0.45,0.49,0.47,0.06,0.06,0.1,0.3,0.0,0,-1,0,0,0,0,0,0
1088,1088,1,0.09,0.29,0.26,0.44,0.23,0.59,0.1,1.0,0.3,0.46,0.1,0.62,0.68,0.33,0.3,0.25,0.35,0.18,0.21,0.55,0.53,0.35,0.48,0.29,0.49,0.4,0.44,0.48,0.37,0.64,0.7,0.75,0.61,0.7,0.74,0.14,0.12,0.3,0.43,0.16,0.58,0.06,0.61,0.0,0.04,0.93,0.51,0.03,0.36,0.25,0.07,0.27,0.14,0.11,0.09,0.34,0.33,0.35,0.31,0.33,0.47,0.67,0.0,0.03,0.47,0.23,1.0,0,-1,0,1,0,0,0,0
1089,1089,0,0.01,0.58,0.39,0.33,0.21,0.33,0.03,1.0,0.7,0.73,0.2,0.41,0.48,0.66,0.6,0.11,0.17,0.62,0.08,0.63,0.49,0.44,0.14,0.71,0.15,0.27,0.17,0.17,0.58,0.94,0.96,0.95,0.89,0.23,0.39,0.17,0.2,0.64,0.68,0.23,0.91,0.01,0.13,0.5,0.01,0.87,0.86,0.0,0.31,0.69,0.02,0.0,0.33,0.35,0.36,0.58,0.52,0.51,0.52,0.29,0.42,0.4,0.0,0.06,0.08,0.04,0.0,0,-1,0,0,0,0,0,0
1090,1090,0,0.05,0.25,0.3,0.55,0.31,0.33,0.07,1.0,0.34,0.69,0.12,0.33,0.41,0.37,0.38,0.12,0.23,0.34,0.25,0.67,0.74,0.13,0.32,0.45,0.75,0.49,0.74,0.77,0.35,0.51,0.57,0.64,0.52,0.46,0.5,0.15,0.12,0.27,0.38,0.23,0.4,0.17,0.66,0.0,0.05,0.8,0.36,0.1,0.27,0.67,0.19,0.07,0.24,0.24,0.25,0.39,0.39,0.43,0.37,0.38,0.37,0.25,0.05,0.04,0.21,0.28,0.0,0,-1,0,1,0,0,0,0
1091,1091,0,0.07,0.58,0.44,0.49,0.32,0.46,0.09,1.0,0.32,0.53,0.32,0.56,0.41,0.32,0.27,0.7,0.68,0.19,0.46,0.43,0.49,0.43,0.57,0.31,0.51,0.47,0.51,0.53,0.58,0.48,0.44,0.51,0.46,0.59,0.59,0.36,0.34,0.58,0.58,0.55,0.61,0.26,0.5,0.5,0.04,0.85,0.61,0.38,0.64,0.48,0.36,0.34,0.18,0.17,0.17,0.34,0.38,0.41,0.39,0.63,0.47,0.72,0.07,0.2,0.07,0.1,0.77,0,-1,0,1,0,0,0,0
1092,1092,1,0.01,0.57,0.47,0.5,0.3,0.23,0.0,0.0,0.36,0.74,0.55,0.3,0.3,0.33,0.25,0.19,0.41,0.16,0.38,0.59,0.57,0.32,0.45,0.32,0.42,0.23,0.52,0.49,0.54,0.75,0.74,0.85,0.67,0.63,0.64,0.17,0.2,0.61,0.59,0.6,0.67,0.12,0.19,0.5,0.01,0.81,0.68,0.33,0.47,0.75,0.22,0.07,0.12,0.1,0.09,0.32,0.32,0.34,0.4,0.44,0.42,0.39,0.0,0.05,0.08,0.0,0.0,0,-1,0,1,0,0,0,0
1093,1093,0,0.01,0.47,0.38,0.54,0.32,0.43,0.03,1.0,0.3,0.6,0.07,0.48,0.44,0.3,0.25,0.39,0.59,0.18,0.56,0.53,0.09,0.26,0.33,0.23,0.72,0.67,0.68,0.73,0.6,0.19,0.18,0.24,0.1,0.67,0.65,0.59,0.47,0.49,0.55,0.43,0.47,0.3,0.64,0.0,0.04,0.46,0.45,0.73,0.68,0.4,0.49,0.7,0.16,0.14,0.13,0.45,0.49,0.53,0.54,0.59,0.6,1.0,0.0,0.01,0.23,0.8,0.0,1,-1,1,1,0,0,1,0
1094,1094,1,0.02,0.36,0.37,0.43,0.3,0.53,0.03,1.0,0.23,0.41,0.14,0.62,0.62,0.26,0.23,0.29,0.49,0.16,0.44,0.35,0.7,0.35,0.69,0.28,0.55,0.36,0.54,0.57,0.44,0.61,0.63,0.66,0.61,0.29,0.29,0.16,0.15,0.38,0.47,0.24,0.64,0.06,0.46,0.5,0.02,0.82,0.58,0.18,0.53,0.35,0.24,0.18,0.07,0.06,0.06,0.18,0.2,0.2,0.17,0.38,0.07,0.22,0.0,0.02,0.21,0.02,0.0,0,-1,0,1,0,0,0,0
1095,1095,0,0.01,0.29,0.33,0.37,0.22,0.67,0.0,0.0,0.18,0.38,0.17,0.69,0.5,0.23,0.29,0.64,0.65,0.24,0.34,0.4,1.0,0.26,0.92,0.34,0.59,0.39,0.64,0.65,0.37,0.32,0.31,0.14,0.37,0.72,0.75,0.2,0.17,0.32,0.34,0.31,0.53,0.11,0.51,0.5,0.02,0.75,0.52,0.42,0.6,0.42,0.39,0.3,0.08,0.08,0.12,0.13,0.16,0.16,0.16,0.34,0.3,0.43,0.01,0.03,0.12,0.0,0.0,0,-1,0,1,0,0,0,0
1096,1096,1,0.0,0.42,0.36,0.41,0.23,0.53,0.0,0.0,0.26,0.42,0.38,0.56,0.68,0.29,0.25,0.3,0.43,0.18,0.74,0.38,0.79,0.41,0.65,0.24,0.49,0.36,0.5,0.52,0.49,0.62,0.66,0.69,0.6,0.34,0.37,0.23,0.21,0.45,0.49,0.34,0.68,0.08,0.47,0.5,0.02,0.61,0.64,0.13,0.77,0.0,0.23,0.44,0.22,0.21,0.2,0.2,0.31,0.33,0.3,0.56,0.54,0.36,0.0,0.09,0.03,0.02,0.0,0,-1,0,1,0,0,0,0
1097,1097,1,0.0,0.36,0.35,0.41,0.25,0.4,0.02,1.0,0.42,0.63,0.2,0.47,0.52,0.48,0.43,0.08,0.15,0.43,0.15,0.67,0.41,0.39,0.27,0.54,0.53,0.34,0.6,0.59,0.4,0.71,0.77,0.93,0.6,0.28,0.56,0.17,0.16,0.39,0.48,0.24,0.64,0.09,0.53,0.5,0.01,0.84,0.59,0.07,0.15,0.81,0.06,0.0,0.39,0.39,0.39,0.46,0.47,0.54,0.47,0.4,0.49,0.11,0.0,0.01,0.19,0.38,0.0,0,-1,0,0,0,0,0,0
1098,1098,0,0.0,0.24,0.35,0.62,0.4,0.31,0.0,0.0,0.23,0.71,0.3,0.31,0.16,0.28,0.3,0.4,0.44,0.26,0.36,0.72,0.62,0.16,0.57,0.29,0.72,0.36,0.75,0.77,0.28,0.46,0.53,0.64,0.43,0.88,0.95,0.03,0.04,0.25,0.37,0.24,0.31,0.08,0.73,0.0,0.01,0.76,0.28,0.1,0.25,0.79,0.38,0.37,0.15,0.16,0.17,0.22,0.22,0.22,0.22,0.27,0.42,0.42,0.0,0.02,0.13,0.0,0.0,0,-1,0,1,0,0,0,0
1099,1099,0,1.0,0.55,0.5,0.57,0.38,0.32,1.0,1.0,0.2,0.58,0.27,0.39,0.49,0.19,0.2,0.59,0.54,0.28,0.59,0.43,0.18,0.47,0.35,0.38,0.61,0.46,0.7,0.69,0.69,0.5,0.47,0.55,0.48,0.42,0.38,0.54,0.48,0.57,0.65,0.49,0.46,0.48,0.6,0.0,1.0,0.56,0.43,0.53,0.47,0.63,0.48,0.4,0.07,0.07,0.09,0.2,0.23,0.26,0.22,0.43,0.43,0.36,0.41,0.97,0.23,0.28,0.2,0,-1,1,1,0,0,1,1
