,Unnamed: 0,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10,FairDen2,FairDen3,FairDen4,FairDen5,FairDen6,FairDen7,FairDen8,FairDen9,FairDen10
1014,48176,1,24,194848,13,0,40,0,-1,0,0,1,0,0,0,1,1,0,1,1,0,3,3,1,1,2,0,0,2,2,1,1,5,0,2,0,3,5,1,4,1,1,1,3,4,0,6,0,6,1,2,2,2,5,0,0,0,0,2,6,1,2,0
1015,33047,1,20,190968,4,0,20,0,-1,0,1,0,1,0,1,0,0,2,1,1,3,2,1,1,2,3,2,2,2,5,0,2,0,3,1,5,5,1,1,1,2,0,3,3,2,1,0,8,6,5,5,5,4,9,1,1,1,2,4,0,6,4,2
1016,30639,1,46,172822,9,0,40,0,0,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,2,1,3,2,1,4,0,4,0,5,1,4,0,2,2,3,4,2,3,7,4,2,5,6,9,0,0,8,5,0,0,0,0,5,2,3,5,9
1017,28789,1,49,99335,10,0,50,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,1,1,3,2,3,5,3,4,0,5,0,0,0,1,3,5,2,2,3,7,5,1,6,6,9,1,3,7,4,0,0,0,1,0,1,0,1,8
1018,45854,1,32,208761,9,0,60,0,-1,0,0,1,1,0,1,0,2,1,1,1,1,1,0,1,1,1,1,3,2,3,5,3,1,3,3,6,0,2,1,3,5,2,0,3,1,5,1,6,6,0,1,1,7,9,0,1,3,1,0,1,0,1,8
1019,27770,0,47,204900,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,0,0,1,3,2,4,3,2,1,4,4,4,3,5,1,4,3,1,2,3,7,4,3,7,4,7,1,6,9,0,9,0,0,0,0,0,0,5,2,3,5,9
1020,5854,0,64,256019,14,0,35,0,-1,1,1,0,1,0,2,0,2,1,1,3,1,0,0,1,3,4,4,3,2,4,2,4,1,0,0,2,6,6,1,6,7,5,6,3,3,7,5,3,6,2,3,6,9,7,1,1,3,4,1,0,2,6,5
1021,30726,1,34,340880,9,0,60,1,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,2,1,4,4,4,3,2,3,2,4,1,3,6,2,6,2,1,0,7,3,0,3,5,7,1,6,6,0,3,4,7,0,1,1,3,4,1,0,2,6,5
1022,36807,1,40,163628,11,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,1,0,0,0,1,0,2,1,3,2,3,1,4,4,0,4,0,4,0,1,6,1,7,2,3,4,0,8,5,6,6,2,3,8,4,0,0,0,0,2,6,1,2,0
1023,43640,0,52,103995,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,2,4,3,2,1,4,4,4,0,5,1,4,3,1,2,1,7,4,3,7,8,7,1,6,9,7,9,0,5,0,0,0,0,5,6,1,8,4
1024,22317,1,36,336367,12,0,50,0,-1,0,1,1,0,0,1,0,1,0,1,2,1,3,3,1,4,4,0,0,2,2,2,1,5,3,6,2,6,2,2,0,0,3,0,3,5,2,0,1,6,4,9,4,3,5,1,1,3,4,1,3,7,6,5
1025,38776,1,37,141584,12,0,47,0,-1,1,0,1,0,0,0,0,1,0,1,1,1,3,3,1,0,1,0,0,2,2,5,1,5,0,0,6,3,5,1,6,5,1,1,3,4,2,6,0,6,1,9,2,2,4,0,1,3,1,0,3,0,3,1
1026,3885,1,46,32825,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,0,0,1,0,1,0,2,1,4,2,3,1,3,4,0,4,0,4,0,1,5,1,4,2,3,0,0,8,5,6,6,2,3,5,4,0,0,0,0,2,6,1,2,0
1027,3227,1,39,129597,13,3464,40,0,-1,1,1,1,0,0,0,0,1,0,1,0,1,3,3,1,0,4,0,0,2,4,2,1,5,0,0,2,3,5,1,6,0,1,1,3,4,2,6,0,6,2,9,2,2,5,1,1,3,4,1,3,7,3,1
1028,6994,0,22,227994,10,0,39,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,1,2,1,1,2,0,4,4,2,0,2,1,6,2,1,4,1,3,7,3,6,8,3,7,6,3,7,8,1,0,0,0,0,0,5,6,1,8,4
1029,25928,1,57,125000,15,0,35,1,-1,1,0,1,0,0,2,0,1,0,1,3,1,3,3,1,3,1,0,0,2,4,5,1,5,0,0,6,3,5,1,6,0,1,1,3,3,2,6,0,6,2,9,2,2,4,0,1,3,1,0,3,7,3,1
1030,36136,0,38,101387,9,0,43,0,-1,1,0,0,1,0,1,1,2,1,1,0,0,0,0,1,0,2,4,3,2,3,4,4,4,0,4,1,4,3,1,5,3,7,4,3,0,4,7,1,6,6,0,8,0,4,0,0,0,0,5,2,3,5,9
1031,1824,1,51,158948,9,0,84,1,-1,1,1,1,0,0,2,2,1,1,1,3,2,1,0,1,3,3,1,3,2,3,0,3,1,3,0,4,0,2,2,3,4,2,0,3,1,6,1,6,6,0,4,1,7,0,1,2,2,2,4,5,4,7,6
1032,46244,0,42,111468,9,3325,40,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,0,0,1,0,1,4,3,2,3,2,4,4,0,4,6,4,3,1,5,0,7,4,3,0,2,7,1,6,6,9,9,0,4,0,1,3,1,1,3,7,3,1
1033,34232,1,49,106207,13,0,40,0,-1,1,0,1,0,0,2,1,1,0,1,3,0,3,3,1,3,2,0,0,2,4,1,1,5,0,0,0,3,5,1,6,1,1,1,3,3,0,6,0,6,2,2,2,2,4,0,0,0,0,2,6,1,2,0
1034,30030,1,34,106761,13,0,45,1,-1,1,0,1,0,0,0,1,1,0,1,0,0,3,3,1,0,2,0,0,2,2,1,1,5,0,0,0,3,5,1,6,1,1,1,3,4,0,6,0,6,1,2,2,2,4,0,0,0,0,2,6,1,2,0
1035,14552,1,42,177937,13,0,45,0,-1,1,0,1,0,0,0,1,1,0,1,3,0,3,3,1,3,2,0,0,2,4,1,1,5,0,0,0,3,5,1,6,1,1,1,3,3,0,6,0,6,2,2,2,2,7,0,0,0,0,2,6,1,2,0
1036,42812,1,26,331806,9,0,37,0,-1,0,0,0,1,0,1,1,0,2,1,2,0,2,2,1,4,2,2,2,2,0,1,2,0,0,6,0,6,2,1,0,1,3,0,3,5,0,0,1,6,4,2,4,3,0,0,0,0,0,2,6,1,2,0
1037,40868,1,36,186934,9,0,50,1,-1,1,0,0,1,0,1,1,2,1,1,1,0,1,0,1,1,2,1,3,2,3,1,3,1,3,3,0,0,2,1,2,1,2,0,3,1,0,1,6,6,0,7,3,7,9,0,0,0,0,2,6,1,2,0
1038,1900,1,29,149943,10,0,40,0,-1,1,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,2,2,4,2,3,4,3,3,0,2,1,5,1,1,4,1,0,3,3,6,8,8,4,6,7,7,3,8,0,0,0,0,0,5,6,1,8,4
1039,17937,1,60,282066,13,0,45,1,-1,1,1,1,0,0,2,0,1,0,1,3,1,3,3,1,3,4,0,0,2,4,2,1,5,3,0,2,3,5,2,6,7,1,1,3,3,7,6,0,6,2,3,2,2,0,1,1,3,4,1,0,2,6,5
1040,41686,1,45,107231,9,0,55,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,1,0,1,3,1,1,3,2,3,5,3,1,0,4,6,0,2,1,3,5,2,0,3,1,5,1,6,6,0,1,1,7,4,0,1,3,1,0,1,0,1,8
1041,47164,1,58,32367,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,1,1,3,2,1,1,0,4,0,5,0,1,0,1,3,1,4,2,3,7,0,2,5,6,9,2,0,5,4,0,0,0,1,2,1,1,2,0
1042,38394,1,52,180949,10,0,30,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,1,2,1,3,4,1,3,2,1,2,0,4,0,5,6,1,0,1,2,0,4,2,3,7,2,2,5,6,9,9,0,5,7,0,1,3,1,1,3,7,3,1
1043,26358,0,17,72321,7,0,12,0,-1,1,1,0,1,0,1,0,2,1,2,0,1,0,2,1,2,4,3,1,3,0,2,5,2,2,3,2,2,4,2,1,0,6,5,3,2,7,4,2,6,5,3,7,6,5,1,1,3,4,1,3,2,6,5
1044,45504,1,59,43103,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,1,1,3,2,1,5,0,4,0,5,0,1,0,1,3,5,4,2,3,7,5,2,5,6,9,1,0,5,0,0,0,0,1,0,1,0,1,8
1045,47214,0,40,235523,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,4,2,4,3,2,1,4,4,4,3,6,1,6,3,1,2,3,7,0,3,1,4,3,1,6,8,0,4,3,0,0,0,0,0,5,2,3,5,9
1046,41672,1,49,95636,6,0,40,0,-1,1,1,0,1,0,2,0,0,1,2,3,1,1,2,1,2,4,1,3,2,5,2,0,4,3,1,2,1,0,1,7,0,4,2,3,8,2,2,1,7,9,9,0,5,8,1,1,3,4,1,3,7,3,1
1047,46736,0,20,259301,10,0,35,0,-1,0,0,0,1,0,1,1,2,1,1,2,0,0,2,1,1,1,1,1,2,0,1,5,2,3,2,0,6,4,2,4,1,3,7,3,6,0,3,7,6,3,2,8,3,7,0,0,0,1,2,6,1,2,0
1048,12915,1,37,117760,11,4650,40,0,-1,1,1,1,1,0,0,0,2,1,1,0,1,0,0,1,0,4,4,3,2,3,2,4,1,0,4,2,4,2,1,5,7,7,0,3,0,7,3,1,6,6,3,3,3,4,1,1,3,4,1,0,2,6,5
1049,22646,0,35,90406,7,0,40,0,-1,1,0,0,1,0,1,0,2,1,1,0,1,1,0,1,2,1,1,3,2,3,5,0,4,0,4,6,4,3,1,1,0,7,7,3,0,2,7,7,6,6,9,8,1,5,0,1,3,1,0,3,7,3,1
1050,24224,1,28,31493,13,0,40,1,-1,1,0,1,0,1,0,0,1,0,1,0,1,3,3,1,0,1,0,0,2,2,5,1,5,0,4,6,3,5,1,5,5,1,1,3,4,5,6,0,6,1,1,2,2,4,0,1,3,1,0,1,0,1,8
1051,2116,1,37,35330,9,0,55,0,-1,1,1,0,1,0,0,0,2,1,1,0,1,1,0,1,0,4,1,4,2,3,2,3,3,0,4,2,0,2,1,3,0,2,0,3,0,2,8,6,6,6,9,3,7,0,1,1,3,4,1,3,7,3,1
1052,2084,0,28,308493,9,0,17,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,2,1,4,4,3,1,2,0,2,5,2,3,6,2,2,4,2,0,7,6,5,3,2,7,4,2,6,5,3,7,6,7,1,1,3,4,1,0,2,6,5
1053,19826,1,23,380281,12,0,25,0,-1,0,1,0,1,0,1,0,0,2,1,2,1,2,2,1,4,3,2,2,2,0,2,2,0,0,6,5,6,2,1,0,7,3,0,3,5,7,0,1,6,4,3,4,3,4,1,1,3,2,1,0,2,6,5
1054,29342,0,28,171133,11,0,40,0,-1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,1,1,2,4,3,2,0,1,4,1,0,2,0,6,2,1,4,1,5,6,3,6,0,5,3,6,3,2,6,9,7,0,0,0,0,2,6,1,2,0
1055,45923,1,67,249043,10,6767,40,0,-1,1,1,1,0,0,2,2,2,1,1,3,3,0,2,1,3,3,1,3,2,1,0,0,4,0,5,4,1,0,1,2,4,4,2,3,7,1,2,1,6,9,5,0,5,4,1,2,1,2,4,5,4,4,6
1056,5923,1,20,325493,9,0,40,0,-1,0,0,0,1,0,1,1,0,2,1,2,0,2,2,1,4,2,2,2,2,0,1,2,0,0,6,0,6,2,1,0,1,3,0,3,5,0,0,1,6,3,2,4,3,5,0,0,0,0,2,6,1,2,0
1057,7356,1,42,166740,13,0,40,0,-1,1,0,1,0,0,0,1,1,0,1,3,0,3,3,1,0,2,0,0,2,4,1,1,5,0,0,0,3,5,2,6,1,1,1,3,3,0,6,0,6,2,2,2,2,5,0,0,0,0,2,6,1,2,0
1058,24868,0,44,194049,10,0,35,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,0,0,1,3,2,4,3,2,1,1,4,4,0,5,0,4,3,2,2,1,7,4,3,7,0,7,1,6,9,2,9,0,5,0,0,0,0,2,6,1,2,0
1059,13431,0,33,122220,10,0,40,1,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,2,1,3,2,3,4,4,4,0,4,1,4,3,1,5,1,7,7,3,0,8,3,7,6,6,7,8,1,4,0,0,0,0,5,6,1,8,4
1060,10229,1,35,202027,10,0,60,0,-1,0,0,1,1,0,1,1,2,1,1,1,0,1,0,1,3,1,1,3,2,3,5,3,1,0,0,0,0,2,1,3,5,2,0,3,1,5,1,6,6,0,1,1,7,4,0,0,0,1,0,1,0,1,8
1061,3940,0,49,371299,9,0,35,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,0,1,4,4,4,3,2,1,2,4,1,3,6,2,6,2,0,0,0,3,0,0,5,2,3,1,1,4,9,4,3,0,1,1,3,4,1,3,7,3,5
1062,19793,1,46,185847,9,0,54,0,-1,1,0,0,1,0,2,1,2,1,1,3,1,1,0,1,3,1,1,3,2,3,5,3,1,0,5,6,0,2,1,3,5,2,0,3,1,5,1,6,6,0,1,1,7,0,0,0,3,1,0,1,0,1,8
1063,15044,0,23,368739,13,0,40,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,0,1,4,4,4,3,2,2,2,4,1,0,6,2,6,6,1,0,0,5,6,3,5,2,5,3,6,4,9,6,3,4,1,1,3,4,1,3,7,3,1
1064,6631,1,46,353824,12,0,40,0,-1,0,1,0,0,0,2,0,1,0,1,2,1,3,2,1,4,4,0,3,2,2,2,1,0,4,6,2,6,2,1,0,0,3,0,3,5,2,0,1,6,4,9,4,3,0,1,1,3,4,1,3,7,3,1
1065,46850,0,29,120645,12,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,2,4,3,2,2,1,4,1,0,2,0,6,6,1,5,1,5,6,3,4,0,5,3,6,1,2,6,9,4,0,0,0,0,2,6,1,2,0
1066,31146,1,61,113080,5,0,58,1,-1,1,1,0,1,0,2,0,2,1,1,3,3,1,2,1,3,3,1,3,2,5,0,0,4,0,1,4,1,0,1,7,2,4,0,3,8,1,2,1,6,9,5,1,5,4,1,1,1,2,4,5,6,4,2
1067,15780,0,51,87205,13,0,55,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,0,0,1,3,1,4,3,2,4,5,4,1,0,0,6,4,6,1,3,5,5,6,3,3,2,5,3,6,2,9,6,9,9,0,1,3,1,0,3,0,3,1
1068,38063,1,27,203697,14,0,50,0,-1,0,0,1,0,0,0,0,1,0,1,1,1,3,3,1,1,4,0,0,2,2,2,1,5,0,0,6,3,5,1,6,0,1,1,3,4,2,6,0,6,1,9,2,2,7,0,1,3,1,1,3,7,3,1
1069,30476,1,63,331527,6,0,40,0,-1,0,1,0,1,1,2,0,0,1,1,3,3,1,2,1,4,3,1,3,2,1,0,0,4,0,5,5,1,0,1,7,2,4,2,3,8,1,2,1,2,8,5,0,5,4,1,1,1,2,4,5,6,4,2
1070,41940,1,79,160758,4,0,15,0,-1,1,1,0,1,0,2,2,0,1,1,3,2,1,2,1,2,0,1,3,2,1,3,0,4,3,5,4,1,0,1,7,4,4,2,3,8,6,2,1,6,9,4,0,5,0,1,2,2,3,3,4,4,7,3
1071,44579,0,29,197565,9,0,35,1,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,0,1,1,2,1,3,2,0,1,4,4,0,3,0,4,3,1,4,1,7,7,3,6,0,3,7,6,3,2,8,1,4,0,0,0,0,2,6,1,2,0
1072,46200,1,37,162834,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,1,0,1,0,2,1,4,2,3,4,3,3,0,4,1,4,2,1,5,1,0,0,3,1,8,8,4,6,6,7,3,8,4,0,0,0,0,5,6,1,8,4
1073,25314,1,43,117158,10,0,45,1,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,0,2,1,4,2,3,1,3,4,0,4,0,0,0,1,3,1,2,2,3,0,0,8,5,6,6,2,3,5,4,0,0,0,0,2,6,1,2,0
1074,33574,1,44,67874,10,0,50,0,-1,1,0,0,1,0,2,0,2,1,1,0,1,1,0,1,0,1,1,4,2,3,5,3,1,0,4,6,0,2,1,3,5,2,0,3,0,5,8,6,6,6,1,3,7,4,0,1,3,1,0,1,0,1,8
1075,23264,1,19,158603,6,0,25,0,-1,0,0,0,1,0,1,0,0,2,1,1,1,2,1,1,2,1,2,2,2,0,5,2,0,3,3,6,5,1,1,1,5,0,3,3,2,2,0,8,6,5,9,5,4,9,0,1,3,1,0,3,0,3,1
1076,9520,1,60,25141,10,0,60,0,-1,1,1,1,1,0,2,0,2,1,2,3,3,1,0,1,3,3,1,3,2,1,0,3,1,3,5,5,0,2,1,3,2,2,0,3,7,1,1,6,7,9,5,1,7,8,1,1,1,2,4,0,6,4,2
1077,46706,1,29,425830,12,0,40,0,-1,0,1,0,1,0,1,0,2,0,1,2,1,2,2,1,4,4,2,2,2,0,2,1,0,0,6,2,6,2,1,0,0,3,0,3,5,2,0,1,6,4,9,4,3,4,1,1,3,4,1,3,7,3,1
1078,30536,0,28,119287,13,15024,28,1,-1,1,1,1,1,0,0,2,2,1,1,0,2,0,0,1,0,0,4,3,0,2,3,4,1,0,2,3,4,2,4,6,6,7,0,2,2,6,3,1,3,1,8,4,3,2,1,2,2,3,3,4,5,7,3
1079,8230,1,23,91189,13,0,20,0,-1,1,1,0,1,0,0,0,0,2,1,0,1,2,1,1,0,3,2,2,2,0,2,2,0,3,2,5,5,1,2,5,7,0,3,3,2,7,8,8,6,1,3,5,4,5,1,1,3,4,1,0,2,6,5
1080,36753,1,41,116493,10,0,52,0,-1,1,0,0,1,0,2,1,2,1,1,0,0,1,0,1,3,1,1,4,2,3,5,3,1,0,4,6,0,2,1,3,5,2,0,3,1,5,1,6,6,6,1,3,7,4,0,0,0,1,0,1,0,1,8
1081,41700,0,17,110916,7,0,10,0,-1,1,1,0,1,0,1,0,2,1,1,0,1,0,2,1,2,4,3,1,2,0,2,5,2,0,3,2,2,4,1,1,0,6,5,3,2,7,4,2,6,5,3,7,6,5,1,1,3,4,1,3,2,6,5
1082,11309,1,42,126094,9,0,39,0,-1,1,0,0,1,0,2,1,0,1,1,3,0,1,0,1,0,2,1,4,2,3,4,3,3,0,4,1,4,0,1,2,1,0,2,3,0,8,8,5,6,6,7,3,8,5,0,0,0,0,5,6,1,8,4
1083,609,0,17,169658,6,0,21,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,2,1,3,1,2,0,5,5,2,0,3,6,2,4,2,1,5,6,5,3,2,5,4,2,6,5,1,7,6,5,0,0,0,1,0,1,0,1,8
1084,30948,0,31,157886,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,1,2,4,3,2,3,4,4,4,0,2,1,4,3,1,4,1,7,7,3,6,8,3,7,6,3,7,8,1,5,0,0,0,0,5,6,1,8,4
1085,25695,0,70,163057,9,2009,40,0,-1,1,1,0,1,0,2,0,2,1,1,3,1,0,0,1,3,4,4,3,2,1,2,4,4,3,5,2,4,3,1,7,0,7,4,3,7,2,7,1,6,9,9,9,0,9,1,1,3,4,1,3,7,3,1
1086,15607,0,84,132806,9,0,13,0,-1,1,1,0,1,0,2,2,2,1,1,3,3,0,0,1,3,3,1,3,2,1,0,0,4,3,5,4,4,3,2,7,2,7,4,3,7,1,7,1,6,9,5,9,0,5,1,2,1,2,4,5,6,4,2
1087,6484,0,36,162256,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,2,2,4,3,2,3,4,4,4,0,4,1,4,3,1,5,3,7,7,3,0,4,3,1,2,6,0,8,3,4,0,0,0,0,5,2,3,5,9
1088,32466,0,47,174995,9,0,30,0,-1,1,0,0,1,0,2,0,2,1,1,3,1,0,0,1,3,1,1,3,0,1,5,4,4,4,5,6,4,3,6,2,5,7,4,5,7,5,7,1,3,9,1,9,0,2,0,1,3,1,0,1,0,1,8
1089,3168,1,31,111567,13,0,70,1,-1,1,1,1,0,0,0,0,1,0,1,0,1,3,3,1,0,4,0,0,2,2,2,3,1,3,0,2,0,2,1,3,7,2,0,3,4,7,1,6,6,0,3,1,7,0,1,1,3,4,1,0,2,6,5
1090,31946,1,58,250206,6,5178,40,1,-1,1,1,0,1,0,2,0,2,1,1,3,3,1,2,1,3,3,1,3,2,1,0,0,4,3,5,5,1,0,1,7,2,4,2,3,8,1,2,1,6,8,5,0,5,0,1,1,1,2,4,5,6,4,2
1091,41000,0,23,215616,9,0,20,0,-1,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,1,1,3,1,2,0,1,5,2,4,2,0,2,4,1,4,5,6,5,0,2,5,4,2,1,5,1,7,6,0,0,0,0,1,0,1,0,1,8
1092,7544,1,38,159179,15,0,45,1,-1,1,0,1,0,0,0,1,1,0,1,1,1,3,3,1,0,1,0,0,2,4,5,1,5,0,0,6,3,5,1,6,5,1,1,3,4,5,6,0,6,2,1,2,2,5,0,0,3,1,0,1,0,1,8
1093,48211,0,26,143280,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,0,0,0,0,1,1,2,1,3,2,3,4,4,4,0,2,1,4,3,1,4,3,7,7,3,6,4,3,7,6,7,0,8,1,4,0,0,0,0,5,2,3,5,9
1094,27917,1,22,324922,9,0,50,0,-1,0,1,0,1,0,1,0,2,2,1,2,1,2,2,1,4,4,2,2,2,0,2,2,0,3,6,2,6,2,1,0,0,3,0,3,5,7,0,1,6,3,3,4,3,9,1,1,3,4,1,3,7,6,5
1095,24803,0,47,374580,9,0,52,0,-1,0,1,0,1,0,1,0,2,1,1,2,1,0,0,1,4,3,4,3,2,1,2,4,1,3,6,5,6,2,1,0,7,3,0,3,5,7,3,1,6,4,3,4,3,5,1,1,3,2,1,0,6,6,5
1096,47818,0,29,101108,9,0,15,0,-1,1,0,0,1,0,1,0,2,1,1,0,1,0,2,1,2,1,3,1,2,0,5,5,2,3,4,6,2,4,2,5,0,6,5,0,2,2,4,2,1,5,9,7,6,0,0,1,3,1,0,3,7,3,1
1097,2514,1,29,490332,10,0,45,1,-1,0,1,0,1,0,1,0,2,1,1,2,1,2,2,1,4,4,2,2,2,0,2,2,0,3,6,2,6,2,1,0,0,3,0,3,5,2,0,1,6,4,9,4,3,0,1,1,3,4,1,3,7,3,1
1098,5158,1,22,36011,11,0,30,0,-1,1,1,0,1,0,0,0,0,2,1,0,1,2,1,1,0,4,2,4,2,0,2,2,3,0,4,2,5,1,1,5,7,0,3,3,2,7,8,8,6,7,3,3,4,0,1,1,3,4,1,0,2,6,5
1099,43174,0,32,19447,9,0,40,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,0,1,0,2,1,3,0,3,1,4,4,0,4,0,4,3,4,5,1,7,7,2,0,0,7,7,3,6,2,8,1,2,0,0,0,0,2,6,1,2,0
1100,2829,1,36,107302,14,0,60,1,-1,1,0,1,0,0,0,0,1,0,1,0,1,3,3,1,0,1,0,0,2,4,2,1,5,3,0,6,3,5,1,6,0,1,1,3,4,2,1,0,6,0,9,1,2,5,0,1,3,1,1,3,7,3,1
1101,38919,0,56,106850,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,1,3,0,1,0,1,3,2,4,3,2,1,1,4,4,0,5,0,4,3,1,3,1,7,4,3,7,0,7,1,6,9,2,9,0,4,0,0,0,0,2,6,1,2,0
1102,41085,0,44,190531,13,0,35,0,-1,1,0,0,1,0,0,1,2,1,1,3,0,0,0,1,3,1,4,3,2,4,5,4,1,0,0,0,6,6,1,6,5,5,6,3,3,5,5,3,2,2,1,6,9,4,0,0,0,1,0,1,0,1,8
1103,17011,0,48,245948,9,2174,40,0,-1,0,0,0,1,0,2,1,2,1,1,3,0,0,0,1,4,1,4,3,2,1,5,4,4,3,5,6,4,3,1,2,5,7,4,3,7,5,3,1,6,8,1,4,0,0,0,0,0,1,0,1,0,1,8
1104,43771,1,18,131825,7,0,21,0,-1,0,0,0,1,0,1,1,0,2,1,0,0,2,1,1,2,1,2,2,2,0,5,2,0,3,3,6,5,1,1,1,5,0,3,3,2,5,0,8,6,5,1,5,4,9,0,0,0,1,0,1,0,1,8
1105,35005,0,33,149902,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,1,1,0,0,0,1,0,2,4,3,2,3,4,4,4,3,4,1,4,3,2,5,1,7,7,3,0,8,3,7,6,6,7,8,1,0,0,0,0,0,5,6,1,8,4
1106,7337,1,37,538443,9,14344,40,1,-1,0,1,0,1,0,1,2,2,1,1,2,2,0,2,1,4,0,4,3,2,0,3,4,0,0,6,3,6,2,1,0,6,3,0,3,5,3,3,1,6,4,6,4,3,5,1,2,2,3,3,4,5,0,7
1107,9620,0,62,26911,4,0,66,0,-1,1,1,0,1,0,2,2,2,1,1,3,2,1,0,1,3,0,1,3,2,5,3,0,4,0,1,4,4,3,1,7,4,7,4,3,8,6,7,1,6,9,4,9,0,4,1,2,2,3,3,5,4,7,3
1108,23323,1,37,161141,9,0,40,0,-1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,2,1,4,2,3,4,3,3,0,4,1,5,2,1,2,3,0,0,3,0,4,8,4,6,6,0,3,8,4,0,0,0,0,5,2,3,5,9
1109,14023,1,27,183523,10,0,40,1,-1,0,0,0,1,0,1,1,0,2,1,1,0,2,1,1,1,2,2,4,2,0,4,2,3,0,2,1,5,1,1,4,1,0,3,3,6,8,8,4,6,3,7,3,8,7,0,0,0,0,5,6,1,8,4
1110,31405,1,53,155594,13,0,40,1,-1,1,0,1,0,0,2,1,1,0,1,3,0,3,3,1,3,1,0,0,2,4,1,1,5,0,0,0,3,5,1,6,1,1,1,3,3,0,6,0,2,2,2,2,2,4,0,0,0,1,2,6,1,2,0
1111,13294,1,47,255934,10,0,80,0,-1,0,1,1,0,0,2,2,1,1,1,3,3,1,0,3,3,3,1,3,2,3,0,3,1,5,0,4,0,2,1,3,2,2,0,3,1,1,1,6,8,0,5,1,7,0,1,2,1,2,4,5,4,4,2
1112,16794,0,35,139770,9,6849,40,0,-1,1,1,0,1,0,1,0,2,1,2,1,1,0,0,2,0,4,4,3,3,3,2,4,4,2,4,2,4,3,5,5,7,7,0,4,0,7,3,1,5,6,3,8,3,6,1,1,3,4,1,0,2,6,5
1113,34548,0,24,211968,13,0,40,0,-1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,1,1,2,4,3,2,2,1,4,1,0,2,0,6,6,1,4,1,5,6,3,4,0,5,3,6,1,2,6,9,7,0,0,0,0,2,6,1,2,0
1114,18111,0,42,119359,15,15024,40,1,-1,1,1,1,1,0,0,2,2,1,1,3,2,0,0,1,0,0,4,3,2,4,0,4,1,0,0,4,4,2,1,6,4,7,0,3,3,6,3,1,6,2,4,4,3,5,1,2,2,3,4,5,4,7,6
1115,48261,0,23,113735,10,0,20,0,-1,1,0,0,1,0,0,1,2,1,1,0,0,0,2,1,1,1,3,1,2,0,5,5,2,0,2,0,2,4,1,5,5,6,5,3,2,5,4,2,6,5,1,7,6,7,0,0,0,1,0,1,0,1,8
